Z,X,Y
0,1,-4.331704327
0,1,3.8001423378653962
0,0,1.059507450717433
0,1,0.3044486301266256
1,0,-0.363162086
1,0,-0.901395796
1,1,4.412552515306487
1,1,2.6891576069041996
0,0,-3.874246333
0,1,5.183377830460566
1,1,-4.392052522
0,0,4.534804800809077
0,1,-0.095762015
0,1,-0.355517029
1,1,-1.451918564
1,1,1.2807864639249842
1,1,-1.118927118
1,1,0.068162167
1,1,1.9814006975781213
0,1,1.5085971985071607
0,0,-0.80623331
1,0,4.023611718258628
0,0,-1.134648842
0,0,-1.530720901
0,1,-0.142997774
1,1,-2.478597691
1,1,2.5860385491517883
0,0,1.1087060755769422
0,0,-3.237515244
1,0,1.280763996167474
0,1,1.5832168533403095
0,0,1.0344210968776948
1,1,-0.517166325
1,1,-1.021200587
1,0,-2.476498557
1,1,1.6406860084878758
0,0,-1.026068186
1,1,-6.164528055
0,0,-1.175352604
1,1,1.6268590413334965
0,1,-1.040594376
1,1,2.0657291304740877
1,1,-5.452359445
1,1,3.083206331120646
1,0,0.4569047999756756
1,1,5.9746412153309665
0,1,3.402760731987387
0,1,1.6045096650894999
0,0,-2.841794366
0,0,2.251140959103658
1,0,-0.152727237
0,0,-2.307885465
1,1,-2.051836735
1,1,-0.870087018
1,0,1.3340757089263935
1,1,0.2601918166109858
0,1,2.4088982316755074
1,0,4.747592605507871
1,1,1.6069891531916731
1,1,-0.596372136
0,1,-5.764051047
0,0,2.9209018800809963
0,1,2.8319588500158472
0,0,2.199379079785362
0,1,1.741710395708431
1,1,2.077708643
0,0,1.8329612178986663
0,0,1.487805223964313
1,1,3.765114403636106
1,1,1.241103705572982
0,0,0.048325451
1,1,-2.502603387
1,1,1.0039577041066208
0,1,0.023573106
1,1,0.2161762386395747
1,0,-1.34411948
1,0,0.23215194897506103
0,0,1.6949521092193636
1,0,3.459114537765357
0,1,4.14343646
0,0,0.9081497235777234
1,1,1.3806390804376896
0,1,2.230917855779271
1,1,0.042960768
1,0,3.904278458529142
1,1,1.8910490403318634
0,0,4.4986779270536825
0,0,1.3860680782050752
1,1,-1.390261948
1,0,3.431259424536353
0,0,-2.016877396
1,1,4.302586897
0,1,4.1938667138861065
1,1,-0.010012833
0,1,4.0700844965359675
1,1,4.4925311243072965
1,1,-1.326674589
1,1,0.053043018961938415
0,1,1.524071477
0,0,-2.01199322
0,1,-5.36645218
1,1,1.2868668753618517
0,1,0.8191743167044812
0,1,1.2426508278694055
0,1,5.745144127029427
0,0,-0.107663594
1,1,2.459206137888607
0,1,3.3502813668454015
1,0,4.174669907429018
1,1,-0.180645108
1,0,-4.102056003
1,1,5.268055459071896
0,0,1.0068721703938996
1,1,3.9448814262125262
0,1,-0.177112243
0,1,-1.401631817
0,1,0.30029634595796406
1,1,3.9391029936540107
0,1,0.4906671147690136
1,0,0.9558424808647514
1,1,2.9386188269423776
0,0,-0.213001226
1,1,2.110289221
0,1,-0.810814641
1,1,-6.257065987
0,1,0.33102756802678884
0,0,2.328830419610841
1,0,0.3056736117103542
1,1,3.9619671132632384
1,1,-1.115291059
0,0,-0.018549798
0,1,1.221132110329911
1,1,0.526648511
0,0,5.5592148658113665
0,1,-1.843005926
0,0,5.621201921091577
1,1,2.4752428856943065
1,1,1.3576066388720163
1,1,-1.83382173
1,1,7.875160559886035
1,0,0.4737099646418541
1,0,-0.269138521
1,1,0.37371295731769794
1,0,-7.310042411
0,1,5.475765953319261
1,1,1.6796311826927501
0,1,2.302530928553638
1,1,2.333068962933266
1,1,0.7218556760595333
0,1,-1.180384883
0,1,3.31355516
0,1,3.653182612417958
0,0,0.4040914877296411
0,0,-0.365485271
1,1,2.2756975258093717
1,0,2.962722881264006
0,0,2.2973624406429307
1,1,0.8170560373747504
1,1,3.1114172619512885
1,1,1.5005872783270608
1,1,-3.15732358
0,0,-2.580676454
0,0,-0.44143324
0,1,-5.027520802
0,0,0.5761251318279866
0,1,-1.446712156
0,0,2.134171669646881
1,1,-1.964658724
1,1,-1.049313933
0,1,1.5587130669181732
0,0,1.1645993152873775
1,1,2.350141473451341
1,1,-0.870062179
1,1,1.8292309355912928
1,1,2.7545980664268757
1,1,1.513166266865038
0,1,2.6229079464597183
1,0,-0.797411277
1,1,0.1720883768127363
0,0,1.0599099967031103
1,0,0.9225036047621844
1,1,2.527088659729576
0,1,3.5962168770493523
1,1,1.7634695647552643
1,1,0.098628716
1,1,1.5415789926490815
0,1,-0.659579633
1,1,0.6278975344723862
0,0,-3.495233811
0,1,2.0303160845112105
1,0,2.417878179431603
0,0,-1.627180033
0,1,0.098953324
0,0,1.6280093754514533
1,0,3.7865178933917982
1,1,1.5155234337737211
1,0,1.6751526217189743
0,0,1.7228965811710566
1,0,-2.639388563
0,0,-0.011248901
0,1,1.9907162474220697
0,1,-4.717705218
1,1,-0.473094008
0,1,-2.264638036
0,0,-2.973143804
0,0,-5.168060213
0,1,-1.155042354
0,0,2.765737646411151
0,0,-0.836087838
1,1,1.0285373256081338
1,0,4.9842505248858355
1,1,-0.917077089
0,0,1.2839495356028352
1,1,1.6005201438005252
1,1,0.23620072007314447
0,1,1.6253510224803298
0,0,1.538895291502642
1,0,1.3509668969704134
1,1,0.4102670374705282
1,1,-1.594343187
0,0,-1.24372422
0,1,3.1580766063219614
1,0,2.553801089536259
1,1,-1.750741343
1,1,1.1710081433593056
1,0,0.5701423564036896
1,1,1.6466223810797849
0,1,0.11608696050507611
1,0,3.1839592300242194
0,1,2.7886881341655956
1,1,0.3535380460026918
1,1,-1.100576764
0,0,-0.557745897
1,0,3.4740122950717973
0,0,-2.68656144
1,1,0.090761372
0,0,0.26238206715090884
0,1,3.538511960151892
1,1,0.21554144546942688
1,1,1.8890588276803042
1,1,4.208898722785511
0,0,-2.182765009
1,1,-2.546394815
1,0,-1.356655304
0,1,0.13339002836732328
0,0,0.2956902525258306
0,0,-0.758736951
1,1,0.558821608
1,1,-0.890775663
0,1,2.5855458138329412
0,0,-3.589724535
0,1,0.76212946
1,1,-0.61632443
0,1,2.1241615829898857
1,1,1.3555473052661893
0,1,4.420732876863102
1,0,-0.715289503
1,1,-2.787979136
0,0,3.3688377781715317
0,0,0.708656002
1,0,2.3673519728834433
1,1,4.609318857343768
1,0,-2.988302428
1,1,-5.359162528
1,1,2.901689363311025
0,1,1.3517400801764787
1,1,-3.421398845
0,1,-3.347036955
0,0,1.3626233277152089
0,1,-4.826126738
0,0,-0.3397152
1,0,4.1471755719122685
1,1,-0.357800089
0,1,-0.049909655
1,1,2.5179957609803942
1,1,0.8432648912284233
0,1,-1.866774113
0,0,-3.061861102
0,1,-0.220351507
1,1,0.7068154146589809
1,1,-0.032939688
0,0,1.345203389363276
1,0,1.4543947728741575
0,0,-3.37358295
1,1,-0.846891774
0,0,-2.20477358
1,0,1.8972390086835618
0,1,-0.417334548
0,0,-1.000876699
1,1,-0.178602663
1,1,3.9771254577937563
1,1,-2.132321641
1,1,1.1166982417278906
0,1,3.4188291678135903
1,0,-0.971204315
1,1,0.5237324208808684
0,1,-0.205522115
1,0,-2.070049421
1,1,1.3796771183395877
0,0,2.4297492487922434
1,1,0.34804406433747065
0,0,2.576931968964378
1,1,0.4771632994694247
1,1,0.6974476777178897
0,0,-2.602576335
0,1,1.3734425638708028
1,0,-3.297569585
1,1,3.6408063646761346
0,1,3.98944145
1,1,2.8535568062486285
1,0,-1.467647729
0,0,0.2159617831411722
1,1,-1.137267744
0,1,-0.070536808
1,0,2.276802149623414
0,0,1.7818721446095376
1,1,-1.5891084
1,1,0.7036540780353581
1,1,-0.002632626
1,0,1.507760983867406
1,1,-0.58683044
1,1,-0.913450229
0,0,3.5760448783915644
0,1,3.8360684425432856
1,1,2.152803767285462
1,1,-2.425480337
0,1,3.199984966105684
0,1,0.25975590787668656
1,0,0.7172482897200172
1,1,1.566269899840798
1,1,-2.906262472
1,1,-0.097066296
0,0,0.3000226130472083
0,0,1.9629689236852046
0,0,0.9487138133476314
0,1,0.8035747978356541
1,1,0.8216939880346318
0,1,-0.957560496
1,0,0.5062134449348452
0,0,0.5305049816239984
0,0,4.129125387879566
1,1,0.025773180840923948
1,1,2.8047331119611174
0,1,-0.455301257
0,0,-2.331219896
1,0,0.8293358618751319
1,0,-0.813466763
0,1,-1.469955424
1,1,5.2322002680428685
1,1,-0.385505718
0,1,3.935372477
1,1,0.668141348
0,0,3.4179958002390882
1,1,-0.933100983
0,0,-1.802207035
1,1,3.434279079648844
0,1,-0.717909317
1,1,0.5763630889288199
0,0,0.8122990389590627
0,1,5.678563158
0,0,0.21534431221832362
1,1,-1.999165682
0,1,1.0150375475423812
1,1,0.44927787891065507
0,0,-1.225692464
1,0,-1.347522281
1,0,5.556171804782146
1,1,-1.897659167
0,1,1.8765852673884873
1,0,1.9628877290787141
0,1,1.8503783087470023
0,0,2.566546644096027
0,0,0.6564415518301973
0,0,2.8316312411496534
1,1,3.837488305484208
1,1,1.8095788535756523
1,1,-0.121077434
0,0,1.4398844601907221
1,1,1.0248767669388732
1,0,1.1262624214742265
0,1,4.291998046720441
1,0,5.556592813
1,1,4.977339582895104
1,1,3.6764222910903763
0,0,0.8121533306601436
1,0,0.34224705561403856
0,1,-0.641881549
1,1,2.2620087794891535
0,1,2.602310148524617
1,1,4.460429182
1,1,-2.800341574
1,1,-1.71983139
1,0,3.552082815075179
1,1,2.4542803488850913
0,1,1.188343208213809
1,1,0.6432345913187452
1,1,0.16999789041778068
1,1,1.2980942358573786
1,1,1.925593701960876
0,0,4.63689286
0,1,0.7565334176113382
1,1,0.8037630572799053
0,0,4.626838346968969
0,1,-0.085932112
0,0,-0.099958395
0,1,2.2553908775525153
1,1,1.3035810775232861
1,1,-1.011993128
0,1,-1.762875363
0,1,1.0706608277339857
1,1,-2.121079452
1,1,4.115981527983722
0,0,0.24055375879635899
1,1,3.9423059420025366
1,1,1.4893590135980261
1,1,-1.704444273
0,1,1.9866114145412876
1,0,1.5137102863877654
0,0,2.4568790256963444
0,0,-1.118774332
1,0,3.1577732856599865
0,1,-3.108202731
1,1,-1.494356597
1,1,-3.301286889
0,1,0.11036465446832044
0,0,-0.937157455
0,1,1.1324778520279841
0,0,-0.186109337
1,1,2.2097681975789105
1,1,0.3767231014615616
0,1,0.3857590436602336
0,1,-0.06390999
0,0,-0.559366769
0,0,-0.180853673
1,1,1.610874156190793
1,0,1.0238672761806136
0,1,0.6787400290142219
1,1,2.281862279579412
1,0,5.795068055847784
1,1,0.2871830755633269
0,1,-0.083193622
0,0,-6.068829088
1,1,3.7753540137927946
0,1,4.606766437012474
1,1,-1.679419338
0,1,0.4593568492239479
0,1,1.885323314910161
0,1,3.5688962563592894
1,1,-0.855264601
0,1,2.1029634722607504
1,1,2.3219304557732943
0,1,-0.055470853
1,1,4.325589792343745
0,1,1.0936219209214226
0,0,1.0913203339892608
0,0,-2.46454301
0,0,2.695195111136413
0,1,3.2863521544207304
1,0,-0.339601693
0,0,2.0245482892320994
1,1,-2.168418122
0,0,3.2261429433217277
1,1,-0.484746023
0,0,3.8107930667866388
1,0,-4.27292443
1,1,4.542573948768204
0,0,-1.524317281
1,1,0.3292881699208136
0,0,-2.105429989
0,0,1.7973324018422643
1,0,4.285137114860652
0,0,1.4943380401394222
1,1,-0.569320393
0,1,3.2793082976591617
1,0,-0.693326702
1,0,2.869823737677458
1,0,2.6346326409267626
0,1,0.1452513656851968
0,1,-1.344872713
1,0,0.25208764253669586
0,1,-2.59493686
0,1,-1.802574928
0,1,-1.890325139
1,0,-0.804187336
0,1,0.892063556
1,0,0.8535535253246774
0,1,-1.282342595
1,1,0.1321533294972611
1,0,5.590057335337456
0,0,-0.149882296
1,1,0.8204469661473868
0,1,0.4319193078424153
1,0,-0.876265938
1,1,-0.318921773
0,0,-1.03262311
0,0,-0.801531909
0,1,-0.966749862
0,0,-4.21186286
0,1,4.9730142221229245
0,0,-1.490172062
1,1,1.8960053152371146
1,1,-2.907562321
1,0,-5.588961791
1,1,1.9462658484086297
0,0,1.614348399755118
1,1,-2.725444458
0,1,-1.465283265
1,0,-4.424887849
0,1,-2.113705891
1,1,0.9268781370878946
1,1,1.378823784307117
0,0,0.3971885326874801
1,0,0.5300181319091658
0,0,2.944876559827266
1,1,3.0217864323038595
0,1,1.843953976805045
0,0,2.078788598
0,1,-5.662389466
0,1,0.6719636112301874
0,0,-0.266133016
1,1,-1.04014801
1,1,0.40610556931102726
0,0,-4.002504426
1,0,3.6356302419129087
1,1,2.5069434227439262
0,0,-0.856256856
1,1,-2.184922466
1,1,3.957038153625248
0,0,0.5299488982972724
0,1,1.441980368005085
0,0,-0.255682862
1,1,-2.1549569
0,1,-0.925637561
1,0,-0.440410298
0,0,4.148100280394795
0,1,-0.881411223
1,1,2.1101930506207323
0,0,3.409563578960979
1,1,-0.289954064
1,1,-1.81514508
0,0,5.200269855726052
1,1,-1.915480746
0,1,-0.458525997
1,1,3.125257482424313
0,0,-2.550311452
1,1,1.3211558109704353
1,0,0.47791560437605696
1,0,3.089929202992088
1,1,-0.042580645
1,0,-0.233280461
1,0,-0.012152304
1,1,3.614258431340303
1,1,2.7121456161667665
1,1,-0.0299097
1,1,1.9121376807874482
0,0,0.8054622283201781
1,1,-1.87164377
1,1,0.7336085983915669
1,1,0.8959758991791054
0,1,-0.998155949
0,1,0.5124355051356748
0,0,4.479877337501301
0,1,2.2500767854928214
1,0,-2.500904544
1,1,4.049964221021557
1,1,-0.016427993
1,1,-0.08621939
1,1,4.596013441293159
0,1,0.6481280429233347
1,1,3.095679340737188
1,1,-0.048194368
1,1,0.20639128637773618
1,1,3.137569628263535
1,1,1.2662826497104362
0,0,3.3942690584792223
0,1,-0.623190773
0,0,-4.515667467
1,1,4.9022151070899875
1,1,-2.074449829
1,1,2.976260368695164
1,0,-0.244655865
0,1,2.485944456890942
1,1,-1.825605782
0,0,-0.350718747
0,1,5.416136117
1,1,-3.004764811
0,0,-1.815136127
0,0,2.0326973595379614
1,1,2.9935258698301612
0,0,2.182042808865476
1,0,-0.619841925
0,0,1.3520557785747014
1,1,0.3953211058950348
0,0,3.4020186098032275
1,1,-1.263351534
0,1,2.7591809852605005
0,0,3.360947441553127
1,1,1.607607679110468
0,1,-1.110305324
0,0,2.089559156086865
0,1,-2.461483156
0,1,-1.696597623
1,1,-2.410050971
1,0,0.3724194088489825
0,1,-1.024409904
1,1,0.6672870702873028
1,1,-0.686305
1,1,-1.199998573
0,1,-0.25756716
1,0,1.713412322928401
0,0,3.109139074271673
1,1,-0.557038555
0,0,3.675081998170601
1,0,-0.055362394
1,1,0.34958839268172925
1,0,-0.133784538
1,1,-0.811117979
1,0,3.828066839
0,1,2.833854845435215
1,1,2.6179628438177316
1,1,4.755223030095813
1,0,2.204502742317495
1,0,-1.129687502
1,1,2.186126800147382
0,0,3.9525985125417353
0,0,-1.837332559
1,1,-2.763874039
1,1,1.0309194575232294
1,0,1.613445572252221
0,1,5.2455316681204645
1,0,0.7878286959354904
0,0,2.7301588372733314
0,1,1.4997812313366765
0,0,1.420786101403822
1,1,-1.004727735
0,0,5.743258476998099
0,0,0.4659212293227249
1,1,-2.884579407
0,1,-1.386134776
1,1,-0.314895825
1,1,2.6594553739195477
1,1,1.6867746333359384
1,1,-1.37311424
1,0,2.5348697951262356
1,0,-1.115268703
0,1,2.2504199706318992
1,1,-0.413050464
0,0,0.8994551126115755
0,1,-0.959784517
0,0,3.6186599942885285
1,1,-0.394384983
1,1,1.1800813603216853
1,1,1.6767567538523174
0,0,1.4487055381974214
1,0,4.5352809547463835
0,1,2.7588912597912256
1,1,1.5030439619100138
1,1,-5.802930125
1,1,1.0672271622040717
0,1,2.7769293819454677
1,0,2.006342553233954
1,1,2.7633341376298404
1,0,2.4138472455165028
0,0,-0.376439003
0,1,1.529726436517235
1,1,-0.926393265
1,1,-0.584195919
0,1,-2.669290047
1,0,1.6926901512371058
0,1,0.6086288412615997
1,1,0.6447967280982325
0,1,2.5913078473434163
0,0,-2.497520049
1,1,-2.0420833
0,0,2.5324319111181324
1,1,1.9048929523073606
1,1,1.753814600505023
1,1,1.2038013415081772
1,1,1.6887093537407032
0,1,3.717507498380348
0,1,-0.317688475
0,0,-2.064739466
0,1,2.9807605475158865
0,0,0.33618006373245823
0,0,0.7112921820805048
1,0,-3.270760215
0,1,-1.651855367
1,1,-0.066157522
1,1,2.4941015847560846
0,1,1.4826665007702775
0,0,-0.766284981
0,0,-0.112694287
0,1,-1.129805614
0,0,-1.474483361
1,0,-1.489353367
0,1,0.6011513950625871
1,0,2.7316829244112575
1,1,3.850346471081336
1,1,-0.417473365
0,0,0.4967395438081972
0,1,3.204499052384279
1,0,0.33991893585146715
1,1,1.1860790652992528
0,0,1.0339091212795817
0,1,-1.046892649
0,0,-0.135652515
1,1,-1.540812794
0,0,-2.391057224
1,1,-0.937569433
1,1,1.5346295846921367
1,0,0.6022629764969873
0,1,1.2826163162762196
1,1,-0.258777913
0,0,0.2972640842703642
0,0,1.9507665514326544
1,0,1.4280901781810156
0,0,-1.878984785
0,1,-2.619947369
0,0,2.2198732018011698
1,1,-3.720008416
1,0,-2.550582354
1,1,-1.865082646
1,1,1.622792903318297
0,0,-0.628900076
1,0,0.7125052290338447
0,1,4.289181169464094
0,1,-0.048059499
1,1,3.6664114735792888
0,1,-1.348904674
0,1,1.967010520984854
0,0,-1.25746077
1,1,1.7489129731184216
0,1,1.8982603448224955
0,0,-0.535922019
0,1,0.864213128
1,0,4.682178385473797
0,1,0.4456088393889238
0,1,-0.435907285
1,1,1.0968231505672692
0,1,0.9562033108595263
1,1,1.6011036207291947
0,0,1.3016060105939946
0,0,2.274699367075859
0,0,-0.654934869
1,0,1.9658687004769957
0,0,-1.016306151
0,1,-3.99894086
1,1,1.2963227900591214
1,1,-0.888542414
0,0,0.11832392231972155
1,1,-0.917475035
1,0,1.2247199878060941
1,0,1.1620972665458256
0,1,-0.860341583
1,0,2.0764720334681592
1,0,1.4411790761569996
1,1,-2.866684828
1,1,-0.935931967
1,1,4.681491667966068
0,1,1.4247923234208548
1,0,-2.057436799
1,0,-1.090210608
1,1,-0.645975804
0,1,-3.199346073
0,0,0.17695553664893215
0,1,1.6318374939015223
1,1,2.4616229369592597
1,1,4.216309952534578
0,1,2.726193098094513
0,1,1.5452581051356933
1,1,-0.875501006
1,0,1.3540157806368438
1,1,-0.039083377
1,0,4.565164764456519
0,0,-4.07788772
0,0,0.7382645130891873
1,1,1.0035587640656767
1,1,-0.009435845
1,1,3.805925360806601
0,0,-1.480935466
0,0,5.066173926
0,0,-1.968063672
1,0,-0.121546624
0,1,-0.490595279
1,1,-3.198937973
1,1,-0.218842901
0,1,1.0750387739344696
1,1,-6.549686934
0,1,-1.790913448
1,0,-1.396159679
0,0,1.1051955996677416
0,1,0.3059837013458039
1,1,-1.527331394
1,1,-1.946946398
0,1,-3.684913588
1,0,0.3121659986692089
1,1,-1.621162951
1,1,-0.947884341
1,0,-2.12441338
0,0,2.376057191171878
1,1,0.8130496726247116
1,1,-3.974901361
1,1,-4.196750359
1,1,-1.930130826
1,1,-1.761028864
0,0,2.847585668898157
0,1,8.723429630763198
0,1,1.1924741545929636
0,0,5.195566528201977
1,1,3.4958468656813944
1,0,1.811786045453392
1,1,-0.27848347
1,1,1.505528100781601
1,0,2.9996038986548728
1,1,0.4345523404397933
0,1,-2.988625835
0,1,-2.74349795
0,1,-0.643866723
0,1,-6.084354065
1,0,0.9229498973705487
0,0,0.072363901
1,1,2.600644478767655
1,1,-1.841565569
1,1,1.4176327070160448
1,1,0.8906059104333547
1,1,-0.478032874
1,0,-0.536302072
0,1,5.857995895169732
0,1,1.8032657803500096
0,1,2.3417250938691057
0,1,-2.583506114
0,0,-3.348378142
1,0,-0.293766862
1,1,-0.327199788
0,1,-2.146539713
1,0,0.44446441889056165
1,1,2.8119766310473104
1,1,2.156496812356484
1,1,2.2839099770775197
0,1,-1.795511786
0,1,-0.361689253
0,1,0.9639824010973946
0,0,2.1609800789156184
0,1,1.1059487835238415
0,0,1.1547754682475522
0,0,0.2307750959941141
1,1,-1.416405678
0,1,-2.911290167
1,1,4.315075627133901
0,0,3.0217518435389428
0,0,0.6305836379267814
0,0,-0.782519958
1,0,-0.626148208
1,0,-0.732980811
0,0,1.608316222
0,1,-1.610255066
1,1,0.8936816856434135
1,0,0.832076984
0,0,-0.447159244
0,1,-0.182423412
1,1,-1.879247788
0,1,2.840030225637098
0,0,1.3798949075965765
1,0,3.443220767638999
1,1,-1.218707955
1,1,2.663333671295044
1,0,-0.006783741
1,0,-1.71693877
0,0,-3.260328019
0,0,2.5633760263276018
0,0,1.733249394988504
1,1,0.7347490986938576
0,0,2.2321821511971445
0,1,-2.43824644
