city,time,X,y
8,6,-0.861225685,4.019615530683159
8,7,1.9100649530990337,7.575827389960764
8,8,-0.268003371,6.257325547186542
8,9,0.8024563957963952,6.285203578
8,10,0.947251968,5.660472754
8,11,-0.155010093,0.3055239679729319
9,0,0.6140793703460803,3.692107127787178
9,1,0.9222066715665268,5.355038294780575
9,2,0.37642553115562943,6.3117715864971125
9,3,-1.099400791,5.522731650659965
9,4,0.298238174,6.514321356436854
9,5,1.3263858966870303,9.040988565139465
9,6,-0.69456786,7.463138229484892
9,7,-0.14963454,4.595656437620384
9,8,-0.435153552,7.836325096077571
9,9,1.8492637284793418,9.469421664680088
9,10,0.6722947570124355,5.938465515945242
9,11,0.40746183624111043,4.307427751205662
0,0,-0.769916074,4.871399988893705
0,1,0.5392491912918173,9.34847314
0,2,-0.674332661,10.478328064438298
0,3,0.031830558,12.901977193608404
0,4,-0.635846078,14.131997652199246
0,5,0.6764332949464997,13.830267993343323
0,6,0.5765908166149409,13.262542641988063
0,7,-0.208298756,12.062860617897009
0,8,0.3960067126616453,11.965510910909092
0,9,-1.093061509,9.838762364834047
0,10,-1.491257593,8.535388758
0,11,0.4393917012645369,9.514387989
1,0,0.16667349537252904,2.9469859221934853
1,1,0.6350314368921064,4.152293520795849
1,2,2.383144774863942,8.161228676599576
1,3,0.9444794869904138,6.936079587094189
1,4,-0.912822225,3.9320943024014934
1,5,1.117016288095853,7.541718874637552
1,6,-1.315907411,4.447609787063923
1,7,-0.461584605,8.043013331244923
1,8,-0.068241605,7.726860031705209
1,9,1.7133427216493666,10.045606982335931
1,10,-0.744754822,2.484618279135065
1,11,-0.826438539,0.22567966902768455
2,0,-0.098452524,3.1072168296507257
2,1,-0.663478286,4.928886793509157
2,2,1.126635922106507,9.436929427825879
2,3,-1.079931508,7.843026829845874
2,4,-1.147468652,7.811361961946851
2,5,-0.437820045,10.83422398329527
2,6,-0.498032451,8.945297579436179
2,7,1.9295320538169858,11.729504132439972
2,8,0.9494208069257608,8.991198264650498
2,9,0.087551241,7.657307440405294
2,10,-1.225435519,5.652249952496161
2,11,0.8443629764015471,6.126109477
3,0,-1.000215347,8.399992239256742
3,1,-1.544771097,9.892077191010191
3,2,1.1880297923523018,11.709363913441015
3,3,0.3169426119248496,14.803039015190754
3,4,0.920858824,13.438590307148655
3,5,0.3187276529430212,15.676496664643985
3,6,0.8568306119026912,17.473689278853527
3,7,-0.651025593,13.88522384653252
3,8,-1.034242842,11.465852694258228
3,9,0.681594518,13.900533369950498
3,10,-0.803409664,10.830146188167502
3,11,-0.689549778,9.580336679723922
4,0,-0.455532504,6.584036364557188
4,1,0.017479159,9.219901253161474
4,2,-0.353993911,10.486054475963147
4,3,-1.374951293,8.699231366739621
4,4,-0.643618403,11.596117859813647
4,5,-2.223403152,11.486721735952267
4,6,0.6252314510271875,14.023433713998134
4,7,-1.602057656,10.456642717367885
4,8,-1.104383339,12.225187588504763
4,9,0.052165079260974405,9.489294913147235
4,10,-0.739562996,10.875599400634519
4,11,1.5430145954067358,10.98618342903814
5,0,-1.29285691,-5.684468312
5,1,0.26705086934918293,-1.578880526
5,2,-0.039282818,0.3077657057068398
5,3,-1.168093498,-1.428846512
5,4,0.5232766605317537,1.5311110230608689
5,5,-0.171546331,2.9647481076454154
5,6,0.7717905512136674,0.8844004901736766
5,7,0.8235041539637314,3.179812226
5,8,2.163235949,3.3211503151196036
5,9,1.336527949436392,1.834107016392385
5,10,-0.369181838,0.8817057383771609
5,11,-0.239379178,-2.479442379
6,0,1.0996595958871132,5.6449127610844085
6,1,0.6552637307225978,4.835019743813996
6,2,0.640131526,7.364839633787383
6,3,-1.616956044,6.0714770043648905
6,4,-0.024326124,9.451955509950505
6,5,-0.738030909,9.143527194020436
6,6,0.27992459904323824,10.22886846758479
6,7,-0.09815039,10.013465627425912
6,8,0.9101789080925919,10.952737278210261
6,9,0.31721821519130206,6.946440581884779
6,10,0.7863279621089762,8.350184668509305
6,11,-0.466419097,5.701960766
7,0,-0.944446256,-1.432218396
7,1,-0.410049693,0.24897115036792916
7,2,-0.017020414,1.8967473718110133
7,3,0.3791517355550818,3.3449868458201992
7,4,2.259308950690852,7.985813914637408
7,5,-0.042257152,6.297598652211299
7,6,-0.955945,2.0088495645884414
7,7,-0.345981776,4.049040106863964
7,8,-0.463595975,2.8927080827466263
7,9,0.4814814737734622,5.401750898709902
7,10,-1.540797014,-0.137600648
7,11,0.063261994,0.8521598332882477
8,0,0.1565065379653756,-0.39506517
8,1,0.23218103620027578,2.214122731354313
8,2,-0.597316069,1.6320948245614213
8,3,-0.23792173,0.6840989434218314
8,4,-1.424060909,3.3276784540728244
8,5,-0.493319883,5.1195210587878535
8,6,-0.542861476,4.553291350469479
8,7,0.4160500462614255,4.960496374879305
8,8,-1.156182432,3.537964389107591
8,9,0.7811981017099934,5.638157278926346
8,10,1.4944845444913688,4.69215186
8,11,-2.069985025,-1.901251082
9,0,0.42625873077810095,1.3516256013963195
9,1,0.6769080350302455,4.312500301544861
9,2,-0.637437026,2.469142457674998
9,3,-0.397271814,5.963805107292128
9,4,-0.132880578,5.8320379838820955
9,5,-0.297790879,7.267144169816542
9,6,-0.309012969,5.772911637914906
9,7,-1.676003806,4.371663985722317
9,8,1.152331565,8.593735283195574
9,9,1.079618592036821,6.101122083939457
9,10,-0.813364259,3.8708288254206105
9,11,-1.466424328,0.8969432865031288
0,0,0.5210648764527586,6.095450500740563
0,1,-0.57578797,6.722618008372074
0,2,0.14195316332077967,11.207592546267325
0,3,-0.319328417,11.972772743704338
0,4,0.6915387510701866,13.294942204029303
0,5,0.6947491436560059,14.336428244728495
0,6,-0.725597378,12.19165687948819
0,7,-1.383363955,11.144119766239143
0,8,-1.582938397,11.301119128281659
0,9,0.6103793791072052,10.964780054317192
0,10,-1.188859258,9.282714562889568
0,11,-0.506816354,7.747309230178137
1,0,-0.596314038,0.48189884154149065
1,1,-0.052567296,3.052861491942837
1,2,-1.936279806,1.6543953413711825
1,3,0.18877859679382855,5.1576005368766165
1,4,0.5238910238342056,7.903137901811136
1,5,0.088422087,9.237538330158076
1,6,-0.310886172,7.0781665554724285
1,7,0.097400166,7.578677373470306
1,8,0.3990463456401302,6.845232648105758
1,9,-2.772592756,1.824265152410807
1,10,1.9559123082506942,8.333997055212299
1,11,0.39009332268792646,3.648859710129773
2,0,-0.652408582,2.4825350217904254
2,1,-0.390953375,5.565119747138135
2,2,0.49374177734918845,7.070893165961028
2,3,-0.116103939,8.493292655
2,4,-2.030684468,7.022580365
2,5,2.0644928613593194,14.204973103474755
2,6,-0.110540657,9.658758943
2,7,1.0201727117157997,12.646141577136703
2,8,-0.692049848,9.244620384561221
2,9,1.5363770542457977,9.723304877420587
2,10,0.28634368889227957,6.459862291501559
2,11,0.6088438344754508,6.356587383615046
3,0,-1.045253366,8.424628240180253
3,1,1.2111452896827009,12.541337057103211
3,2,0.6898181645347884,12.73097581928356
3,3,1.3018462295649984,16.96858532120189
3,4,-0.62808756,13.641679278680142
3,5,-0.481027118,11.754771176657242
3,6,2.303916697683942,18.736608469624436
3,7,-1.060015823,13.726923010627711
3,8,-0.135949701,14.318590233592788
3,9,1.1368913626026953,15.618621940941868
3,10,0.097724968,12.376217972788467
3,11,0.5829536797532936,10.352940780124372
4,0,-0.399449029,6.500354413485104
4,1,0.37005588784751875,8.91303333
4,2,-1.306526852,7.911034105535851
4,3,1.658130679618188,13.194359630924877
4,4,-0.118164045,13.078808318879995
4,5,-0.680178204,12.381194133350554
4,6,0.6663830820319143,14.021641220967034
4,7,-0.460719787,11.963147685119987
4,8,-1.334258471,10.77875448180762
4,9,-1.346717506,11.029350430016025
4,10,0.6937731526901325,9.840009307469487
4,11,-0.159573438,9.441081657564695
5,0,-0.13370156,-4.655375833
5,1,1.0777438059762627,-2.343748322
5,2,-1.126825809,-4.211719982
5,3,-0.730677753,-1.417911643
5,4,-0.384879809,1.0664116558488215
5,5,0.094351589,2.4588121317833913
5,6,-0.042171451,1.0886497308807024
5,7,-0.286887192,2.5109120166560723
5,8,-0.061626402,2.754765707200324
5,9,-0.107305276,0.8260171510141545
5,10,-0.719604389,-2.246587437
5,11,-0.812992989,-2.170848484
6,0,0.2745163577239395,4.967523902351605
6,1,-0.890915083,5.164721790297317
6,2,-1.157355259,4.7411904396778795
6,3,-0.312292251,4.997360788139115
6,4,-0.157667016,11.013977500673644
6,5,2.2567234972982093,11.40789384593307
6,6,-0.704700276,8.707535184457786
6,7,0.9432607249694948,13.429323442109684
6,8,0.7471883342046318,10.58504626101701
6,9,-1.188944955,7.466182710854989
6,10,0.7732529774025997,6.791169900157879
6,11,-1.18388064,2.080199088412008
7,0,-2.659172238,-5.126889982
7,1,0.6063195243593807,3.228133521116113
7,2,-1.755890583,-0.252180823
7,3,0.45093446180591484,3.776336538446582
7,4,-0.684010898,3.8998554434816843
7,5,1.6595507961898721,8.799165912904614
7,6,1.068509399316009,5.552395067
7,7,-0.453385804,3.337282800242108
7,8,-0.687837611,2.907478829090152
7,9,-1.214077403,3.1680934368801186
7,10,-0.440922632,2.3013420776523867
7,11,-0.280355495,2.9395246679362215
8,0,-0.364693544,-0.023469998
8,1,0.15670385527236397,1.6204185321979774
8,2,0.5785214977288784,5.053318010841186
8,3,0.349654457,4.823103291047408
8,4,-0.764143924,3.0693206877919925
8,5,-1.437791474,3.9437455597018363
8,6,1.3645318481024713,6.9375957111183935
8,7,-0.689449185,4.0958870485303285
8,8,-0.6522936,5.269800222214556
8,9,-0.521189312,3.204059138156703
8,10,-1.84306955,-0.647287786
8,11,-0.477974004,0.2391592286628802
9,0,-0.479655814,1.944700872330241
9,1,0.6203582983435125,3.8537241151853623
9,2,0.698457149,5.636542218
9,3,0.003770889,5.637757601749264
9,4,0.9318483741143037,8.557425396598587
9,5,0.339964984,7.600185056413107
9,6,-0.015682112,6.017034791377121
9,7,0.16092816829822298,6.829938651689117
9,8,-0.190653494,5.756958059208285
9,9,-0.394849514,6.793439121158469
9,10,-0.267733537,5.386801077854916
9,11,-1.128011331,2.3709697232816382
