X,Y,Z
1,3.9048477127575576,1.8958891760305832
1,4.032907149,1.1787795711596507
0,-0.850050734,-0.179924836
0,-1.131115116,-1.070752622
1,2.6434111301400254,1.0544517269311366
1,2.616491223564152,-0.403176947
0,0.9740257636773892,1.2224450703824274
1,1.777401392125474,0.2082749780768603
1,1.6349358076739282,0.9766390364837128
0,0.6320329465151763,0.3563663971744019
1,2.298188115853841,0.7065731681919482
1,2.294720803599825,0.010500020720820478
1,3.5941403858923078,1.7858704939058352
0,1.0811016736023848,0.12691209270361992
1,3.2461341158027097,0.40198936344470165
1,4.630362784511085,1.8831506970562544
0,-1.963880184,-1.347759061
0,-0.804194955,-1.270484998
1,4.984228316834054,0.9693967081580112
0,-2.005309439,-1.173123405
1,4.415960324878482,1.9436211856492926
0,-2.062835955,-0.413618981
0,0.6511072806847777,-0.747454811
1,3.825029927889543,1.9229420264803847
1,4.563093672276401,1.4805147914344243
1,2.444330709710247,1.8675589604265699
1,5.003584045,0.9060446582753853
1,1.0819027869196989,-0.861225685
0,2.455722276569061,1.9100649530990337
0,-0.117185165,-0.268003371
0,0.5469856096086257,0.8024563957963952
1,4.933044270433051,0.947251968
0,-1.803056299,-0.155010093
1,3.212793030338089,0.6140793703460803
1,4.132852343796497,0.9222066715665268
1,2.646569409519263,0.37642553115562943
0,-1.217571575,-1.099400791
1,2.4555504621325905,0.298238174
0,0.098749476,1.3263858966870303
1,1.643559524363569,-0.69456786
1,2.6630829831447276,-0.14963454
0,-0.366554324,-0.435153552
1,3.8769876273342616,1.8492637284793418
1,2.4825697346394087,0.6722947570124355
0,0.12816516696273828,0.40746183624111043
0,0.48782814305072186,-0.769916074
1,0.7526142118712746,0.5392491912918173
1,1.6657387958903993,-0.674332661
0,-0.295924359,0.031830558
0,0.8199618734579625,-0.635846078
0,0.7319255203903025,0.6764332949464997
0,2.061516415314895,0.5765908166149409
0,-2.332188774,-0.208298756
0,0.8555916174957015,0.3960067126616453
1,1.4869963513071742,-1.093061509
0,-0.100723626,-1.491257593
1,1.0980430924415074,0.4393917012645369
1,2.311637687254203,0.16667349537252904
1,3.0010916986785987,0.6350314368921064
0,1.8873492803187326,2.383144774863942
1,4.461057200733354,0.9444794869904138
1,1.0484955891104435,-0.912822225
0,3.1517788321170066,1.117016288095853
0,-0.261729502,-1.315907411
1,2.7892490921890905,-0.461584605
1,2.7910573760662527,-0.068241605
1,2.949647130623819,1.7133427216493666
0,-1.17585116,-0.744754822
0,-0.253687172,-0.826438539
1,2.8791045091622847,-0.098452524
1,2.9437055587191496,-0.663478286
1,2.9591949124806005,1.126635922106507
0,-1.940084893,-1.079931508
0,-0.28836446,-1.147468652
1,1.052553379215453,-0.437820045
0,0.3752793853781073,-0.498032451
1,5.429268230232023,1.9295320538169858
1,3.705573842752816,0.9494208069257608
1,2.029972209416593,0.087551241
0,-1.184353293,-1.225435519
0,1.4378288960047862,0.8443629764015471
0,-0.990029829,-1.000215347
0,0.653525242,-1.544771097
1,2.4973588617251523,1.1880297923523018
0,-0.685725975,0.3169426119248496
1,2.243963437045494,0.920858824
0,-0.27085227,0.3187276529430212
1,0.9778990917077817,0.8568306119026912
1,1.0193239797596716,-0.651025593
0,-1.687527544,-1.034242842
1,3.060108543455803,0.681594518
0,-0.385609081,-0.803409664
0,-1.929766114,-0.689549778
0,0.44452173924672916,-0.455532504
0,1.8197213888156039,0.017479159
1,1.7377209856515194,-0.353993911
0,0.1994199440575528,-1.374951293
0,-0.444628908,-0.643618403
0,-0.234671234,-2.223403152
1,4.042514916715378,0.6252314510271875
0,-3.16596229,-1.602057656
0,-1.085755969,-1.104383339
0,1.1064900541650522,0.052165079260974405
0,-0.709016415,-0.739562996
1,3.8061310645616686,1.5430145954067358
1,2.276907840590855,-1.29285691
0,-0.442803313,0.26705086934918293
1,2.2782327950507226,-0.039282818
0,-0.844467733,-1.168093498
0,0.18948570017818955,0.5232766605317537
1,2.1083245649002142,-0.171546331
1,3.846813814437837,0.7717905512136674
1,3.556341775463725,0.8235041539637314
1,3.654518417301156,2.163235949
1,2.532403964,1.336527949436392
1,1.141715981800906,-0.369181838
0,-0.238130722,-0.239379178
1,3.239719808,1.0996595958871132
0,-0.176693762,0.6552637307225978
1,2.341981073581106,0.640131526
1,-0.83699533,-1.616956044
1,2.693527579,-0.024326124
1,1.5219503654426783,-0.738030909
1,1.320137255637968,0.27992459904323824
1,2.2304701145448247,-0.09815039
0,2.2528009186029454,0.9101789080925919
0,-0.422717638,0.31721821519130206
1,4.401465627829948,0.7863279621089762
0,-0.789876569,-0.466419097
0,-0.746618088,-0.944446256
1,1.9877011092196366,-0.410049693
0,1.384503002143805,-0.017020414
0,0.5375855823406135,0.3791517355550818
1,3.4174075314870054,2.259308950690852
0,-1.353227522,-0.042257152
0,-2.488866054,-0.955945
1,0.24204806020639213,-0.345981776
1,1.8825390843095904,-0.463595975
0,-0.476893006,0.4814814737734622
0,-1.621608627,-1.540797014
1,1.6594029582098848,0.063261994
1,1.685722237,0.1565065379653756
0,-0.248664305,0.23218103620027578
0,0.10626948567802563,-0.597316069
0,0.6912234180326841,-0.23792173
0,-1.052888356,-1.424060909
0,-1.483142433,-0.493319883
1,2.4007697994366204,-0.542861476
1,3.4049467128693576,0.4160500462614255
0,-0.881535228,-1.156182432
0,0.17757766569090272,0.7811981017099934
1,4.503344119858509,1.4944845444913688
1,0.6528335496631288,-2.069985025
0,-2.690597861,0.42625873077810095
1,3.6213600684412874,0.6769080350302455
0,-2.551179696,-0.637437026
1,2.5662897622625835,-0.397271814
0,-0.286952976,-0.132880578
0,0.8958208013474698,-0.297790879
1,1.8928258197469472,-0.309012969
1,-0.262618066,-1.676003806
1,3.304977900200276,1.152331565
1,4.4394248869705955,1.079618592036821
0,-0.787117641,-0.813364259
0,-1.580759488,-1.466424328
1,3.564618391961095,0.5210648764527586
0,-0.365428603,-0.57578797
1,2.4360257574875477,0.14195316332077967
0,1.0467316512582363,-0.319328417
1,4.546652783129254,0.6915387510701866
1,3.6080753699847072,0.6947491436560059
0,-1.01155653,-0.725597378
0,0.11354703812577172,-1.383363955
0,-0.39981884,-1.582938397
1,3.6292765446354966,0.6103793791072052
0,-2.404935839,-1.188859258
0,-0.366144451,-0.506816354
0,-1.339986213,-0.596314038
1,2.088420452176094,-0.052567296
0,-1.696222877,-1.936279806
0,0.28893800488445204,0.18877859679382855
0,0.048715918004957115,0.5238910238342056
0,1.3613758359645722,0.088422087
1,0.292982561,-0.310886172
0,0.8275836973983979,0.097400166
0,-1.458436926,0.3990463456401302
0,-2.38999462,-2.772592756
1,3.369007981966818,1.9559123082506942
1,3.5683970804204566,0.39009332268792646
1,1.7340439416205733,-0.652408582
0,-0.143246997,-0.390953375
0,-0.524537548,0.49374177734918845
1,1.5293259259680494,-0.116103939
0,-1.823467074,-2.030684468
1,4.948062788268623,2.0644928613593194
0,2.8185555845313885,-0.110540657
0,1.2430310348192863,1.0201727117157997
0,0.2839876775845346,-0.692049848
1,2.279443121736537,1.5363770542457977
0,-1.043548172,0.28634368889227957
1,2.5533490598669983,0.6088438344754508
1,0.057318938214478754,-1.045253366
1,4.997544543149085,1.2111452896827009
1,2.5795994717544595,0.6898181645347884
0,2.684028117958137,1.3018462295649984
1,3.1586949144440517,-0.62808756
0,-0.438247399,-0.481027118
1,5.105716451,2.303916697683942
0,-1.116115296,-1.060015823
1,2.7024872996762177,-0.135949701
0,1.620233214383267,1.1368913626026953
0,-0.025924658,0.097724968
1,3.3879236612161336,0.5829536797532936
0,1.3242472464043866,-0.399449029
1,3.3830721175584566,0.37005588784751875
0,-0.980727238,-1.306526852
0,1.7829002006614005,1.658130679618188
1,1.1691628311028388,-0.118164045
0,-1.707475081,-0.680178204
1,3.2897396135121726,0.6663830820319143
0,-1.830110911,-0.460719787
0,-2.10058607,-1.334258471
0,-0.065206165,-1.346717506
1,4.908002849752947,0.6937731526901325
1,0.47447048505601463,-0.159573438
1,3.7929480026331426,-0.13370156
0,0.8663055151307061,1.0777438059762627
1,1.1581691042118916,-1.126825809
0,-0.844089384,-0.730677753
1,2.9956643178442115,-0.384879809
0,-1.51332499,0.094351589
0,0.41399216006455447,-0.042171451
1,1.0682426102220812,-0.286887192
0,0.5091621272859264,-0.061626402
0,1.4354910620018773,-0.107305276
0,-0.720021715,-0.719604389
0,-0.438837903,-0.812992989
0,0.6840681359616309,0.2745163577239395
0,-1.690508583,-0.890915083
0,0.3542840906934648,-1.157355259
1,3.6941759961352956,-0.312292251
0,0.5441163559532132,-0.157667016
1,4.630008929305855,2.2567234972982093
0,-1.166594091,-0.704700276
1,2.616770501820407,0.9432607249694948
0,2.4580249167512873,0.7471883342046318
1,2.5254700875252873,-1.188944955
0,0.7095914886130502,0.7732529774025997
0,-2.76381117,-1.18388064
0,-5.491184108,-2.659172238
1,1.822892864095101,0.6063195243593807
0,-1.886510979,-1.755890583
1,4.1516234962489165,0.45093446180591484
0,-1.335667107,-0.684010898
1,4.464366252530374,1.6595507961898721
1,4.671690360964441,1.068509399316009
0,-0.324849487,-0.453385804
1,1.4697145201824762,-0.687837611
0,-2.522840917,-1.214077403
1,0.6566020595029756,-0.440922632
1,2.435744139231314,-0.280355495
0,-0.565601078,-0.364693544
1,2.579235172925665,0.15670385527236397
1,2.8312437820326313,0.5785214977288784
1,3.3137985063518243,0.349654457
0,-1.548831335,-0.764143924
0,-1.773372117,-1.437791474
1,5.560714076735615,1.3645318481024713
1,0.8107646770642913,-0.689449185
0,-0.933869031,-0.6522936
0,-1.110576014,-0.521189312
0,-1.398288188,-1.84306955
1,2.8444183184015825,-0.477974004
0,-0.977867433,-0.479655814
1,2.488943957238827,0.6203582983435125
0,0.41947554380430574,0.698457149
0,0.533604673,0.003770889
1,2.492453071604108,0.9318483741143037
1,2.2640050178300024,0.339964984
0,-2.387875983,-0.015682112
1,1.0791831588032377,0.16092816829822298
1,1.9969027503993122,-0.190653494
1,2.803014659169671,-0.394849514
1,2.3273422464078957,-0.267733537
0,-2.226779788,-1.128011331
1,1.1801854971883536,0.280441705
0,-0.818443518,-0.993123611
1,1.4888276218207925,0.8416312640736364
1,3.1164682385559397,-0.24945858
0,0.113391173,0.049494982
1,1.1865166170468981,0.49383677628095635
0,-0.322639394,0.6433144650629279
0,-2.294934728,-1.570623409
1,1.3199038136125896,-0.206903676
1,1.6902459038592899,0.8801789120807822
0,-2.572768341,-1.698105819
0,-0.297121081,0.3872804753950634
0,-2.966849985,-2.255564229
0,0.10544978129777705,-1.022506844
1,2.4434583546674027,0.038630552
0,-2.64997232,-1.656715102
1,0.979867656,-0.985510738
0,-2.351392105,-1.471835007
0,1.3481282731958026,1.6481349322075596
1,3.339736908628717,0.16422775548733395
1,3.119561058464795,0.5672902778526694
0,2.062926081012912,-0.222675101
0,0.022495677,-0.353431749
0,-2.530068699,-1.616474189
0,0.5179033680665845,-0.291837363
1,2.618439005330912,-0.761492212
1,4.2520909157362805,0.8579239242923363
1,2.3468609136224816,1.1411018666575734
1,3.618941301,1.4665787155741776
0,1.9843638962896846,0.852551939
0,-2.283382896,-0.598653937
0,-1.615313747,-1.115896986
1,1.6397254962180943,0.7666631816450861
0,-0.576277412,0.3562928174722889
0,-2.780995603,-1.768538451
0,1.606051625287204,0.35548179274376907
0,0.5799817875791159,0.8145198224878663
0,-0.804429992,0.058925589181629955
0,-1.220659402,-0.185053671
0,-0.665981323,-0.807648488
0,-1.457670327,-1.4465347
1,4.444372324013454,0.8002979493400275
0,0.19090225108559378,-0.309114445
0,-1.66526444,-0.233466662
1,3.4037404793278645,1.7327211869191332
1,4.054573618930167,0.6845011068591904
1,2.0497423035797246,0.3708250012811021
1,4.176633980110944,0.14206180518723566
1,2.721705429441026,1.5199948607657727
1,4.5922026604569846,1.7195893074161945
1,2.3682895580808863,0.9295051114795281
1,2.372629458451567,0.5822245913979243
0,-0.996021423,-2.094603071
0,-0.003345249,0.12372191423350658
1,2.983345290920403,-0.130106954
1,2.867243824300368,0.093953229
1,3.9969117708848185,0.9430460873225178
0,-3.627865378,-2.739677167
0,-0.790886452,-0.569312053
0,0.6941569730416316,0.26990435494076137
1,0.9840815812535769,-0.466845546
1,2.512593930106069,-1.416906113
1,2.3917354447416606,0.8689634868967954
1,2.276868328908333,0.27687190584612803
0,-1.977663635,-0.97110457
1,0.47150913927713534,0.3148172045158238
1,4.918504234624724,0.8215857120497958
1,2.1009537093963138,0.005292646
0,0.35264996501545653,0.8005648034309968
1,2.1795451134908626,0.078260175
0,1.0246349895420814,-0.395228983
0,-2.124527124,-1.159420516
1,2.8936370987934694,-0.085930767
0,-0.229495311,0.19429293804577166
1,2.5791619060490207,0.8758327615873309
1,2.751950744032955,-0.115107468
1,3.745656179963688,0.4574156062209908
1,0.8214850359863559,-0.964612014
0,-1.551478316,-0.782629156
1,1.020514953651085,-0.110389299
0,0.048875302743361715,-1.054628464
0,0.2449918425185632,0.8202478373246812
0,-1.386000398,0.4631303293186071
0,1.6890479027885996,0.2790957643924534
1,1.2690446232630022,0.33890412521594454
1,5.100504093,2.0210435614847975
1,2.014564458700729,-0.468864188
0,-1.913525853,-2.201441286
1,1.9149249215851434,0.1993001968964652
1,2.614987919,-0.050603541
0,-2.185298935,-0.517519043
0,-0.390792111,-0.978829859
0,1.1178205197300122,-0.439189522
1,3.3653656266441474,0.18133842921782128
0,-2.522356786,-0.502816701
1,3.728244677,2.4124536795437486
1,1.1517006963920449,-0.960504382
0,-0.306180058,-0.793117363
1,-0.095272714,-2.28862004
1,2.058270027911039,0.251484415
0,-1.42110632,-2.016406628
0,0.6246971328504649,-0.539454633
0,-0.507964542,-0.275670535
0,0.019201901538351107,-0.709727966
1,1.459821932265036,1.738872677454511
1,2.3568850052067694,0.9943943913154989
0,0.9978779392435662,1.3191368763015756
0,-1.370985039,-0.882418819
1,3.761392281919023,1.1285940645145685
0,1.5097514938422227,0.4960009463439622
1,3.578074974705234,0.7714059486768455
0,0.40721335702771133,1.0294388287827672
1,-0.131531336,-0.908763246
0,0.1326464996009855,-0.424317621
0,-0.975580728,0.8625960113284511
0,-2.00258181,-2.655619093
1,3.6248790004431366,1.5133280825732052
1,1.6772970762693549,0.553132064
1,2.5415533518065576,-0.045703961
1,2.5176315530981723,0.2205076557571733
0,-1.066532576,-1.029935283
0,-0.434166661,-0.349943365
1,3.819808446646515,1.1002843382203737
1,4.522455994,1.2980219723262212
1,5.492839251047432,2.6962240525635797
1,3.2382085235418945,-0.073924666
1,1.5973073143471896,-0.658552967
0,1.1042253582919856,-0.514233966
1,1.8530679468424576,-1.018041875
1,1.6784512143763723,-0.077854756
0,-0.711162627,0.38273243001226814
1,2.471554523202126,-0.034242281
1,2.0898253227431973,1.0963468456657985
0,-1.207591769,-0.234215801
1,2.1916364278750358,-0.347450652
1,1.1108440768577206,-0.581268477
0,-2.565950766,-1.632634526
0,-1.60224277,-1.567767724
0,-1.106480032,-1.179157931
1,3.395594046446023,1.3014280716647608
0,0.5177133538306413,0.8952602728899299
0,2.2296067951054384,1.3749640663929898
1,1.3102156966923257,-1.332211655
0,-2.192050802,-1.96862469
0,1.8042656133812827,-0.66005632
1,2.669650690224441,0.175818953
1,3.930695408587157,0.4986902749098275
1,2.786991152836296,1.0479721559680528
1,1.221338723599205,0.2842796708072146
0,0.9509122650121667,1.7426687806556311
1,1.8093845356535674,-0.222605681
0,-1.409687428,-0.913079218
0,-0.344832033,-1.681218215
0,-1.00901248,-0.888971358
0,0.7035868384262629,0.242117961
0,-0.935201413,-0.888720257
1,2.803188130802089,0.9367424635352571
0,1.450323719490958,1.412327706037443
0,-0.655535435,-2.369586905
1,2.396103708760833,0.8640523004976479
0,-1.472613608,-2.239604059
0,-0.624508197,0.4014990550902875
1,3.065244121924221,1.2248705641936597
0,0.068439312,0.064856106
0,-0.953314083,-1.279689173
0,0.8976974236960414,-0.585431204
0,-0.311728087,-0.261645446
0,-1.02586039,-0.182244784
0,0.4471451322841027,-0.202896841
0,-0.474052588,-0.109882779
0,0.45216161984200426,0.2134800489101689
0,-1.324796093,-1.208573654
0,-2.185476681,-0.24201983
1,4.326560355949678,1.5182611703557054
1,2.4987225836787808,-0.384645423
0,0.4827686751534076,-0.443836093
0,2.8786600661744655,1.0781973037142378
0,-3.75428844,-2.559184666
1,3.997886045570045,1.1813786012882859
0,-0.222608761,-0.631903758
1,2.0448465796447644,0.16392857245258663
1,2.7934275923709753,0.096321356
1,3.742115074,0.9424681192203938
1,0.8137214237874553,-0.267594746
1,1.8681969797119817,-0.678025782
1,2.679861484646483,1.2978457906510987
0,-3.016030317,-2.364173817
0,-1.754410633,0.020334182
0,-1.821286348,-1.347925423
0,-0.96514406,-0.761573388
1,4.861113548759528,2.011256681463137
1,2.2563045002152498,-0.044595426
1,0.9527815463517024,0.19506969715138117
0,-0.919414799,-1.781562856
0,-0.847631282,-0.729044659
1,2.984927991158442,0.19655740072878491
0,1.3206938115729192,0.3547576931132181
1,4.339491303362314,0.6168865543932788
1,4.269854888282592,0.008627899
1,2.754765449782991,0.5270042084546597
0,0.7649063587293375,0.453781913
0,-2.908101502,-1.829740411
1,3.3986058919454107,0.037005722
0,-0.416985037,0.7679024077327037
1,1.084628132104098,0.5898798207345195
1,2.7665271953696013,-0.36385881
1,0.9726769675128166,-0.805626508
0,-0.340704643,-1.118311924
1,2.577020637804756,-0.131054012
1,1.803077228536013,1.133079879559722
0,-4.671483466,-1.951804101
0,-1.756493477,-0.65989173
0,-1.123310968,-1.139802455
0,-0.436818813,0.7849575212405001
0,-1.207071076,-0.554309627
1,0.37042161124788286,-0.470637658
1,2.2529283898602754,-0.21694957
0,0.5362191779311225,0.4453932508947973
0,-0.873781622,-0.392388998
0,-1.649077753,-3.046143055
1,4.341026918707083,0.5433118913875197
0,1.0043101602084936,0.43904295767204254
1,0.28068779020204193,-0.219541028
0,-2.188726768,-1.084036621
0,0.7589104417646064,0.3517801106813583
0,-0.249322047,0.37923553353558676
0,-0.957124314,-0.470032883
0,0.6822359240125213,-0.216731471
0,-0.419281681,-0.930156503
0,1.1355653417266196,-0.178589092
0,-1.979638642,-1.550429345
1,4.092544241478732,0.4173188210318355
0,-1.498499738,-0.944368491
0,1.7375946379710752,0.23810314783231212
0,-1.300128273,-1.405962916
0,-1.450567393,-0.590057646
0,-1.741708913,-0.110489405
0,-1.962172127,-1.660699812
1,2.158915175144653,0.11514787314009216
0,0.47851434724252934,-0.379147563
1,0.447053299,-1.742356198
0,-1.735674733,-1.303242754
1,3.9821575570297028,0.6051200840821667
0,0.6707294242811725,0.895555986
1,1.5918495439931297,-0.13190864
1,3.2793707293330705,0.4047618120404975
1,2.0340153444656437,0.2238435633129107
1,3.2884251238192506,0.32962298212773805
1,2.989066895297098,1.285984007080293
1,0.5700424188153483,-1.506998398
1,3.1286377079498897,0.6764607323616232
1,1.5438647241578736,-0.382008956
0,-0.237710404,-0.224258934
0,0.5132222387849901,-0.30224973
1,2.3354546746587634,-0.375147117
0,-0.745226342,-1.226196192
0,-0.452091239,0.18333919925760125
0,2.523772801063225,1.6709430327888573
0,0.6134293200603255,-0.05613302
1,3.3030341495265287,-0.001385043
0,-1.413664869,-0.687299037
0,-0.289933143,-0.117474546
1,3.399700328494431,0.46616642603403075
0,-0.979057558,-0.370242441
0,-0.679926511,-0.453804041
0,2.329070277622774,0.4032645401632468
0,1.0337562424487683,-0.91800477
0,1.4924371769042326,0.2524966270768724
1,4.058906934,0.8203217972614217
1,2.6406973921743546,1.3599485416794843
0,0.42218022414917555,-0.090382007
0,1.0084806447408283,1.3675972398067135
0,-0.024162011,1.034409886481518
1,0.7947815210376136,-0.99621264
0,-1.102273438,-1.217938512
0,-0.852319212,-0.304963638
1,2.778136066888014,1.0289354925948542
1,3.019754490862969,-0.072287008
1,1.8434489274654433,-0.600657558
1,4.085701259710879,1.5522431800485608
1,2.6987768848996447,0.2869044880033464
0,-2.996297419,-2.320594276
1,1.2465887083320002,0.31716062629268876
1,3.130605324991346,0.5200406145708678
0,-0.281427978,0.2256086544711038
1,0.7389298316461144,0.44971210023199254
1,1.8401571331118656,-0.067275609
0,-2.410613811,-1.31839587
0,0.32794623108730186,-0.370704003
0,-0.423990568,-0.945615796
0,-0.435847766,-0.932740911
0,-1.928109967,-1.263068349
1,3.4840406745018004,0.4524890926396464
0,0.4175459285467001,0.097896145
1,1.4419800988794722,-0.448165363
0,-1.10267536,-0.649337928
1,3.169285047852248,-0.023423105
1,2.905590671148831,1.0791947281124892
0,-1.700559242,-2.004215715
0,1.4108335076636762,0.37687652085089274
1,3.663630651539326,-0.545711974
0,-0.220712721,-1.884585845
0,-1.044880319,-1.945703083
0,-2.418694846,-0.912783494
0,-0.469538874,0.21950955579304526
0,-0.155024253,0.3930629339800916
0,0.7141682598875356,-0.938981573
0,0.31770305044115377,1.0170209914132446
1,4.1091498736144745,1.4229834965161061
0,0.496953648,0.3960865849565602
0,-1.526529877,-0.591402668
0,1.506243194129752,1.1244191845103682
0,1.1536917818608308,0.7553956956633383
1,1.9116325296134165,0.867407411
0,0.5664137720818784,-0.656463675
0,-4.921064534,-2.834554505
1,3.826033868573713,2.1167910214836754
0,-0.63890811,-1.610878403
1,1.0709740946657398,-0.035768072
1,5.0310112707817805,2.3807453512197503
0,-0.965783632,0.330576756
1,3.156222329114012,0.9492464735582357
0,-3.816169683,-1.502396569
0,-2.620238656,-1.777666955
0,-2.075624239,-0.532702792
1,2.9889859923079993,1.090749734
0,-0.761480843,-0.346249448
0,-1.468300492,-0.794636321
1,3.2958804865117126,0.19796728994496746
1,2.4950556146058274,1.0819352184772653
0,-0.810553526,-1.444940199
0,0.41873277583550994,-1.210542994
0,-0.649605104,-0.788669255
1,2.5369681701366913,1.0946383747120914
1,1.2854830110871893,0.2348215259487319
0,1.4223683104509444,2.1321534105704436
1,3.941088446581007,0.9364457258311158
0,0.12049555809922712,-0.035095177
1,4.501873054342755,1.265077838088766
0,0.981827892,0.21149701273187801
1,1.7358892993707908,-0.704921353
1,3.453463105911564,0.6799748442451024
0,1.1589195555593963,-0.696326654
0,1.1252591253708133,-0.290397101
0,1.0250366790537297,1.327782695957983
0,0.8883979557184909,-0.101281486
0,-0.217290582,-0.803141387
1,2.9720503861042475,-0.464337691
1,3.993407157624582,1.021790585588673
0,-1.526708108,-0.552540673
1,0.2934445877766527,-0.386870847
1,2.362334277571457,-0.51029274
0,2.086543692710141,0.18392549434030994
0,-1.161153868,-0.38548976
1,0.5100742129778126,-1.601836049
0,-1.922928668,-0.887180942
0,0.24504046319922168,-0.932789042
1,1.238152529411634,1.2433193844551549
1,0.8490137410732337,0.8126740421090424
0,0.9622792992199792,0.587259379
0,-0.587701964,-0.505358317
1,1.0045854429322219,-0.815791542
1,1.491387611819229,-0.507517602
0,-0.514892188,-1.051880103
1,4.3833964025373415,2.497200391587007
0,-3.34224662,-2.245321648
0,-0.363354393,0.5640085350738091
0,-0.396213436,-1.284552298
1,1.670914553543087,-0.104343491
0,-2.373279526,-0.988001942
0,-1.075450636,-1.177628962
0,-0.635201579,-1.140196301
1,5.383946901295282,1.7549861537420586
1,2.384914964812077,-0.132988422
0,-1.425413442,-0.765702194
1,3.3297948313599024,0.555786964
1,3.0375241845867356,0.010349314566299353
1,2.9811284526778454,0.7200337593416528
0,-1.868856049,-1.824256656
0,0.5637368094007691,0.3036039044620014
0,0.7028383388461975,0.7726948371023817
0,-1.411484384,-1.661598291
1,1.7262819599963841,0.44819528442331247
1,2.845743803009651,1.6961815728281606
1,1.4490309171445284,-0.014857703
0,1.463616880354237,0.8214059370248112
1,3.2293680176515185,0.6705704503109099
0,0.33273326673898174,-0.707505698
0,-0.146924188,0.039766735
0,-2.710636107,-1.566994711
0,0.6932504981820318,-0.451303037
1,2.5469209194263427,0.2656879749662359
1,4.3065555300043235,0.7231004937377982
1,2.922558616640092,0.024612125247911617
0,2.9086024089660025,0.7199837301431654
1,0.9773208013312678,-1.102906213
0,0.799026631,-0.101697275
1,3.2106434908660213,0.019279384513077216
1,3.594464901185186,1.8495912466796365
1,1.9133510266929548,-0.214166656
1,0.33924501978909394,-0.499016638
0,-1.527444913,0.021351224
1,1.5074553566608309,-0.919113445
1,3.285760919762643,0.19275384906521617
1,2.572968816949197,-0.365055217
0,-1.45130295,-1.791327548
0,0.8044306020172306,-0.058586551
0,-0.90724089,-0.317543094
0,-1.904956051,-1.632423302
1,2.9703873587993597,-0.067134155
1,4.222474691523414,1.4893559620744803
1,2.6111149344789513,0.5213037482757137
1,4.232721578859072,0.6119271927311578
0,-2.633497977,-1.341496726
1,2.258219682,0.4768983689222224
0,-0.134948193,0.14844958138007808
1,3.645580118108202,0.5290452383344316
1,2.7250138196240608,0.42262862170882565
0,-2.621272472,-1.359780726
1,2.772603368258096,-0.041400812
